semester_raw,problem_name,total_rows,total_students,exam_rows,exam_students,midterm_n,midterm,exam_ratio,student_ratio,looks_midtermish,obvious_false_positive
F23,beautifulsoup_fill,578,146,571.0,146.0,1.0,mid2,0.9878892733564014,1.0,False,False
F23,dp_get_counts_dict_pp,2867,149,2707.0,148.0,1.0,mid1,0.9441925357516567,0.9932885906040269,False,False
F23,file_get_cat_pp,2639,145,2518.0,145.0,1.0,mid2,0.9541492989768852,1.0,False,False
F23,get_min_day_ac,98,1,98.0,1.0,1.0,mid2,1.0,1.0,False,False
F23,html_pp,3310,146,3248.0,146.0,1.0,mid2,0.9812688821752266,1.0,False,False
F23,m1w23_turtle_which_draws,610,149,590.0,148.0,1.0,mid1,0.9672131147540983,0.9932885906040269,False,False
F23,mid1-fall23-mcq1,607,149,590.0,148.0,1.0,mid1,0.9719934102141681,0.9932885906040269,True,False
F23,mid1-fall23-mcq10,566,149,546.0,148.0,1.0,mid1,0.9646643109540636,0.9932885906040269,True,False
F23,mid1-fall23-mcq11,633,149,610.0,148.0,1.0,mid1,0.9636650868878357,0.9932885906040269,True,False
F23,mid1-fall23-mcq12,591,149,570.0,148.0,1.0,mid1,0.9644670050761421,0.9932885906040269,True,False
F23,mid1-fall23-mcq13,655,149,612.0,148.0,1.0,mid1,0.934351145038168,0.9932885906040269,True,False
F23,mid1-fall23-mcq14,608,149,598.0,148.0,1.0,mid1,0.9835526315789473,0.9932885906040269,True,False
F23,mid1-fall23-mcq15,641,149,614.0,148.0,1.0,mid1,0.9578783151326054,0.9932885906040269,True,False
F23,mid1-fall23-mcq16,661,149,642.0,148.0,1.0,mid1,0.9712556732223904,0.9932885906040269,True,False
F23,mid1-fall23-mcq17,682,149,617.0,148.0,1.0,mid1,0.9046920821114369,0.9932885906040269,True,False
F23,mid1-fall23-mcq18,621,149,599.0,148.0,1.0,mid1,0.964573268921095,0.9932885906040269,True,False
F23,mid1-fall23-mcq19,717,149,675.0,148.0,1.0,mid1,0.9414225941422594,0.9932885906040269,True,False
F23,mid1-fall23-mcq2,559,149,547.0,148.0,1.0,mid1,0.9785330948121646,0.9932885906040269,True,False
F23,mid1-fall23-mcq20,712,149,685.0,148.0,1.0,mid1,0.9620786516853933,0.9932885906040269,True,False
F23,mid1-fall23-mcq21,2821,149,2707.0,148.0,1.0,mid1,0.9595887982984758,0.9932885906040269,True,False
F23,mid1-fall23-mcq22,2924,148,2835.0,147.0,1.0,mid1,0.969562243502052,0.9932432432432432,True,False
F23,mid1-fall23-mcq23,3666,149,3493.0,148.0,1.0,mid1,0.952809601745772,0.9932885906040269,True,False
F23,mid1-fall23-mcq24,3595,149,3406.0,148.0,1.0,mid1,0.9474269819193324,0.9932885906040269,True,False
F23,mid1-fall23-mcq25,2761,148,2670.0,147.0,1.0,mid1,0.9670409272002898,0.9932432432432432,True,False
F23,mid1-fall23-mcq26,2700,149,2610.0,148.0,1.0,mid1,0.9666666666666667,0.9932885906040269,True,False
F23,mid1-fall23-mcq27,3455,149,3365.0,148.0,1.0,mid1,0.9739507959479016,0.9932885906040269,True,False
F23,mid1-fall23-mcq28,6606,149,6296.0,148.0,1.0,mid1,0.9530729639721466,0.9932885906040269,True,False
F23,mid1-fall23-mcq29,6314,149,6244.0,148.0,1.0,mid1,0.9889135254988913,0.9932885906040269,True,False
F23,mid1-fall23-mcq3,585,149,572.0,148.0,1.0,mid1,0.9777777777777777,0.9932885906040269,True,False
F23,mid1-fall23-mcq30,5879,149,5765.0,148.0,1.0,mid1,0.9806089470998469,0.9932885906040269,True,False
F23,mid1-fall23-mcq31,8779,149,8673.0,148.0,1.0,mid1,0.9879257318601208,0.9932885906040269,True,False
F23,mid1-fall23-mcq4,684,149,655.0,148.0,1.0,mid1,0.9576023391812866,0.9932885906040269,True,False
F23,mid1-fall23-mcq5,545,149,530.0,148.0,1.0,mid1,0.9724770642201835,0.9932885906040269,True,False
F23,mid1-fall23-mcq6,820,149,753.0,148.0,1.0,mid1,0.9182926829268293,0.9932885906040269,True,False
F23,mid1-fall23-mcq7,767,149,697.0,148.0,1.0,mid1,0.9087353324641461,0.9932885906040269,True,False
F23,mid1-fall23-mcq8,636,149,582.0,148.0,1.0,mid1,0.9150943396226415,0.9932885906040269,True,False
F23,mid1-fall23-mcq9,551,149,534.0,148.0,1.0,mid1,0.969147005444646,0.9932885906040269,True,False
F23,mid1_f23_tuple_v2,767,149,697.0,148.0,1.0,mid1,0.9087353324641461,0.9932885906040269,True,False
F23,mid1f23_class_book_pp,2933,148,2835.0,147.0,1.0,mid1,0.9665871121718377,0.9932432432432432,True,False
F23,mid1f23_git2,545,149,530.0,148.0,1.0,mid1,0.9724770642201835,0.9932885906040269,True,False
F23,mid1f23_str_slicing,585,149,572.0,148.0,1.0,mid1,0.9777777777777777,0.9932885906040269,True,False
F23,mid2-f22-get-month-counts-ac,16936,145,16686.0,145.0,1.0,mid2,0.9852385451110062,1.0,True,False
F23,mid2_f23_regex_mc,580,145,565.0,145.0,1.0,mid2,0.9741379310344828,1.0,True,False
F23,mid2_fa22_terminal,537,146,525.0,146.0,1.0,mid2,0.9776536312849162,1.0,True,False
F23,mid2_fall23_links_mc,531,145,522.0,145.0,1.0,mid2,0.9830508474576272,1.0,True,False
F23,mid2_fall23_q10_sq,501,145,497.0,145.0,1.0,mid2,0.9920159680638723,1.0,True,False
F23,mid2_fall23_q11_sq,585,145,561.0,145.0,1.0,mid2,0.958974358974359,1.0,True,False
F23,mid2_fall23_q12_sq,605,145,593.0,145.0,1.0,mid2,0.9801652892561984,1.0,True,False
F23,mid2_fall23_q13_sq,719,145,688.0,145.0,1.0,mid2,0.9568845618915159,1.0,True,False
F23,mid2_fall23_q14_sq,530,145,521.0,145.0,1.0,mid2,0.9830188679245283,1.0,True,False
F23,mid2_fall23_q15_sq,530,145,520.0,145.0,1.0,mid2,0.9811320754716981,1.0,True,False
F23,mid2_fall23_q16_sq,498,145,492.0,145.0,1.0,mid2,0.9879518072289156,1.0,True,False
F23,mid2_fall23_q17_sq,530,145,521.0,145.0,1.0,mid2,0.9830188679245283,1.0,True,False
F23,mid2_fall23_q18_sq,666,145,646.0,145.0,1.0,mid2,0.96996996996997,1.0,True,False
F23,mid2_fall23_q19_sq,590,145,580.0,145.0,1.0,mid2,0.9830508474576272,1.0,True,False
F23,mid2_fall23_q1_sq,593,145,577.0,145.0,1.0,mid2,0.9730185497470489,1.0,True,False
F23,mid2_fall23_q20_sq,637,145,605.0,145.0,1.0,mid2,0.9497645211930926,1.0,True,False
F23,mid2_fall23_q21_sq,573,145,564.0,145.0,1.0,mid2,0.9842931937172775,1.0,True,False
F23,mid2_fall23_q22_sq,561,145,541.0,145.0,1.0,mid2,0.964349376114082,1.0,True,False
F23,mid2_fall23_q23_sq,530,145,526.0,145.0,1.0,mid2,0.9924528301886792,1.0,True,False
F23,mid2_fall23_q24_sq,572,145,566.0,145.0,1.0,mid2,0.9895104895104895,1.0,True,False
F23,mid2_fall23_q25_sq,666,145,643.0,145.0,1.0,mid2,0.9654654654654654,1.0,True,False
F23,mid2_fall23_q26_sq,557,145,536.0,145.0,1.0,mid2,0.9622980251346499,1.0,True,False
F23,mid2_fall23_q27_sq,3277,145,3228.0,145.0,1.0,mid2,0.98504729935917,1.0,True,False
F23,mid2_fall23_q28_sq,2573,144,2495.0,144.0,1.0,mid2,0.969685192382433,1.0,True,False
F23,mid2_fall23_q29_sq,2793,144,2712.0,144.0,1.0,mid2,0.9709989258861439,1.0,True,False
F23,mid2_fall23_q2_sq,681,145,673.0,145.0,1.0,mid2,0.9882525697503671,1.0,True,False
F23,mid2_fall23_q30_sq,2081,145,2027.0,145.0,1.0,mid2,0.9740509370494954,1.0,True,False
F23,mid2_fall23_q31_sq,2016,145,1942.0,145.0,1.0,mid2,0.9632936507936508,1.0,True,False
F23,mid2_fall23_q32_sq,13211,145,13061.0,145.0,1.0,mid2,0.9886458254484899,1.0,True,False
F23,mid2_fall23_q33_sq,11325,145,11233.0,145.0,1.0,mid2,0.9918763796909492,1.0,True,False
F23,mid2_fall23_q3_sq,572,145,563.0,145.0,1.0,mid2,0.9842657342657343,1.0,True,False
F23,mid2_fall23_q4_sq,515,145,507.0,145.0,1.0,mid2,0.9844660194174757,1.0,True,False
F23,mid2_fall23_q5_sq,606,145,589.0,145.0,1.0,mid2,0.971947194719472,1.0,True,False
F23,mid2_fall23_q6_sq,739,145,718.0,145.0,1.0,mid2,0.9715832205683356,1.0,True,False
F23,mid2_fall23_q7_sq,610,145,587.0,145.0,1.0,mid2,0.9622950819672131,1.0,True,False
F23,mid2_fall23_q8_sq,537,145,527.0,145.0,1.0,mid2,0.9813780260707635,1.0,True,False
F23,mid2_fall23_q9_sq,477,145,472.0,145.0,1.0,mid2,0.989517819706499,1.0,True,False
F23,mid2_fall23_regex_b,573,145,564.0,145.0,1.0,mid2,0.9842931937172775,1.0,True,False
F23,mid2_fall23_regex_num_found_s_mc,608,145,576.0,145.0,1.0,mid2,0.9473684210526315,1.0,True,False
F23,mid2_find_carrot_fib,677,145,644.0,145.0,1.0,mid2,0.9512555391432792,1.0,True,False
F23,mid2_w22_find_all_wb_fitb,5,1,5.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2_w23_HTML_errors,605,146,585.0,146.0,1.0,mid2,0.9669421487603306,1.0,True,False
F23,mid2_w23_add_file_staging,2,1,2.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2_w23_read_string,596,146,565.0,146.0,1.0,mid2,0.947986577181208,1.0,True,False
F23,mid2_w23_regex_greedy,537,146,524.0,146.0,1.0,mid2,0.9757914338919925,1.0,True,False
F23,mid2_win22_bs_parent_child,621,146,591.0,146.0,1.0,mid2,0.9516908212560387,1.0,True,False
F23,mid2_win22_fileEx_write_mc,506,146,501.0,146.0,1.0,mid2,0.9901185770750988,1.0,True,False
F23,mid2_win22_regex_findall_index,5,1,5.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2_win22_regex_num_found_s_mc,4,1,4.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2_win23_bs4_find_all_text,610,146,598.0,146.0,1.0,mid2,0.980327868852459,1.0,True,False
F23,mid2_win23_from_regex,504,146,497.0,146.0,1.0,mid2,0.9861111111111112,1.0,True,False
F23,mid2_win23_nested_dict_ac,19328,146,18994.0,146.0,1.0,mid2,0.9827193708609272,1.0,True,False
F23,mid2_wn23_unittest_student_pp,2861,145,2747.0,145.0,1.0,mid2,0.9601537923802866,1.0,True,False
F23,mid2w23_q10_mcq,3,1,3.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q11_mcq,4,1,4.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q12_mcq,3,1,3.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q13_mcq,4,1,4.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q14_mcq,4,1,4.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q15_mcq,2,1,2.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q16_mcq,2,1,2.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q17_mcq,4,1,4.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q18_mcq,4,1,4.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q19_mcq,2,1,2.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q1_mcq,4,1,4.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q20_mcq,2,1,2.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q21_mcq,3,1,3.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q22_mcq,3,1,3.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q23_fitb,4,1,4.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q24_fitb,5,1,5.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q25_fitb,2,1,2.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q26_fitb,3,1,3.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q27_pp,20,1,20.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q28_pp,23,1,23.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q29_pp,35,1,35.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q2_mcq,8,1,8.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q30_pp,20,1,20.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q31_pp,14,1,14.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q32_ac,62,1,62.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q33_ac,23,1,23.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q3_mcq,4,1,4.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q4_mcq,5,1,5.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q5_mcq,3,1,3.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q6_mcq,3,1,3.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q7_mcq,3,1,3.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q8_mcq,5,1,5.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid2w23_q9_mcq,3,1,3.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid_2_fa22_unittest_mc,739,146,692.0,146.0,1.0,mid2,0.9364005412719891,1.0,True,False
F23,mid_2_fall_23_dict_sorting,688,145,675.0,145.0,1.0,mid2,0.9811046511627907,1.0,True,False
F23,mid_2_html_attr_fill,563,146,540.0,146.0,1.0,mid2,0.9591474245115453,1.0,True,False
F23,mid_2_html_attributes_mc,481,146,476.0,146.0,1.0,mid2,0.9896049896049897,1.0,True,False
F23,mid_2_q11_regex_mc,2,1,2.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,mid_2_q12_debug_mc,655,146,610.0,146.0,1.0,mid2,0.9312977099236641,1.0,True,False
F23,mid_2_q1_split_v3_mc,548,146,533.0,146.0,1.0,mid2,0.9726277372262774,1.0,True,False
F23,mid_2_sorted_num_mc,576,146,544.0,146.0,1.0,mid2,0.9444444444444444,1.0,True,False
F23,mid_2_soup_get_dict_img_pp,2114,146,2047.0,146.0,1.0,mid2,0.9683065279091769,1.0,True,False
F23,mid_2_soup_total_nums_in_div_with_class_pp,2042,146,1956.0,146.0,1.0,mid2,0.9578844270323212,1.0,True,False
F23,mid_2_unit_test_mc,681,146,649.0,146.0,1.0,mid2,0.9530102790014684,1.0,True,False
F23,mid_2_win_23_dict_sorting_alt,8,1,8.0,1.0,1.0,mid2,1.0,1.0,True,False
F23,pi_string_split_correct_order,535,146,530.0,146.0,1.0,mid2,0.9906542056074766,1.0,False,False
F23,prestest_is_ascending_ac,10074,149,9435.0,148.0,1.0,mid1,0.9365693865396069,0.9932885906040269,False,False
F23,q_mid1_w23_str_slice_methods,568,149,546.0,148.0,1.0,mid1,0.9612676056338029,0.9932885906040269,True,False
F23,q_mid1_wn23_class_unittest_mcq_v2,689,149,655.0,148.0,1.0,mid1,0.9506531204644412,0.9932885906040269,True,False
F23,q_mid1f22_less_dict,9712,149,9550.0,148.0,1.0,mid1,0.9833196046128501,0.9932885906040269,True,False
F23,q_mid1f23_is_palindrome_ac,12817,149,12606.0,148.0,1.0,mid1,0.9835374892720605,0.9932885906040269,True,False
F23,q_mid1w23_which_assert,560,149,547.0,148.0,1.0,mid1,0.9767857142857143,0.9932885906040269,True,False
F23,q_mid2_wn23_nested_dict_mc,520,146,512.0,146.0,1.0,mid2,0.9846153846153847,1.0,True,False
F23,q_midf21_call_parent_method,722,149,685.0,148.0,1.0,mid1,0.9487534626038782,0.9932885906040269,True,False
F23,q_midf21_class_song_pp,2776,148,2670.0,147.0,1.0,mid1,0.9618155619596542,0.9932432432432432,True,False
F23,q_midf21_combo_price_ac_v2,9420,149,9182.0,148.0,1.0,mid1,0.9747346072186837,0.9932885906040269,True,False
F23,q_midf21_cond_weather_ac,5294,149,5122.0,148.0,1.0,mid1,0.9675103891197582,0.9932885906040269,True,False
F23,q_midf21_create_dog_class,820,149,753.0,148.0,1.0,mid1,0.9182926829268293,0.9932885906040269,True,False
F23,q_midf21_immutable?,643,149,614.0,148.0,1.0,mid1,0.9548989113530326,0.9932885906040269,True,False
F23,q_midf21_list_append,651,149,583.0,148.0,1.0,mid1,0.8955453149001537,0.9932885906040269,True,False
F23,q_midf21_method_on_create_fitb,662,149,642.0,148.0,1.0,mid1,0.9697885196374623,0.9932885906040269,True,False
F23,q_midf21_no_return_fitb,626,149,599.0,148.0,1.0,mid1,0.9568690095846646,0.9932885906040269,True,False
F23,q_midf21_several_ifs_fitb,689,149,617.0,148.0,1.0,mid1,0.895500725689405,0.9932885906040269,True,False
F23,q_midf21_turtle_draw_E_pp_v2,3595,149,3406.0,148.0,1.0,mid1,0.9474269819193324,0.9932885906040269,True,False
F23,q_midf21_two_list_to_dict_pp,2715,149,2610.0,148.0,1.0,mid1,0.9613259668508287,0.9932885906040269,True,False
F23,q_midf21_while_and,634,149,610.0,148.0,1.0,mid1,0.9621451104100947,0.9932885906040269,True,False
F23,q_midf22_class_pet_which_method,664,149,612.0,148.0,1.0,mid1,0.9216867469879518,0.9932885906040269,True,False
F23,q_midw22_album_and_song,552,149,534.0,148.0,1.0,mid1,0.967391304347826,0.9932885906040269,True,False
F23,q_midw23_git,612,149,598.0,148.0,1.0,mid1,0.9771241830065359,0.9932885906040269,True,False
F23,q_midw23_index_dup_pp_v2,3715,149,3493.0,148.0,1.0,mid1,0.940242261103634,0.9932885906040269,True,False
F23,q_midw23_object_attributes_and_methods_v2,733,149,675.0,148.0,1.0,mid1,0.9208731241473397,0.9932885906040269,True,False
F23,q_midw23_range_len_loop,591,149,570.0,148.0,1.0,mid1,0.9644670050761421,0.9932885906040269,True,False
F23,regex_digits_mc,757,146,722.0,146.0,1.0,mid2,0.9537648612945839,1.0,False,False
F23,strip_mc,628,146,593.0,146.0,1.0,mid2,0.9442675159235668,1.0,False,False
F24,M1-24-Max,5,2,3.0,1.0,1.0,mid1,0.6,0.5,False,False
F24,M1-F24-120,28,9,21.0,9.0,1.0,mid1,0.75,1.0,False,False
F24,M1-F24-140,6,2,4.0,2.0,1.0,mid1,0.6666666666666666,1.0,False,False
F24,ac_movie_genre_count_v2,8129,147,7731.0,146.0,1.0,mid1,0.9510394882519375,0.9931972789115646,False,False
F24,f24_turtle_pos_mcq_v2,246,80,219.0,78.0,1.0,mid1,0.8902439024390244,0.975,False,False
F24,f24_turtle_pos_mcq_v3,367,142,343.0,139.0,1.0,mid1,0.9346049046321526,0.9788732394366197,False,False
F24,file_get_cat_pp,3053,145,2999.0,144.0,1.0,mid2,0.9823124795283328,0.993103448275862,False,False
F24,html_pp,3980,146,3921.0,145.0,1.0,mid2,0.9851758793969849,0.9931506849315068,False,False
F24,m1-f24-ac-27,4415,147,4256.0,146.0,1.0,mid1,0.9639864099660249,0.9931972789115646,False,False
F24,m1-f24-ac-28,4386,147,4239.0,146.0,1.0,mid1,0.966484268125855,0.9931972789115646,False,False
F24,m1-f24-ac-29,4946,147,4642.0,146.0,1.0,mid1,0.938536190861302,0.9931972789115646,False,False
F24,m1-f24-ac-30,5150,147,4904.0,146.0,1.0,mid1,0.9522330097087378,0.9931972789115646,False,False
F24,m1-f24-fitb-16,684,147,616.0,146.0,1.0,mid1,0.9005847953216374,0.9931972789115646,False,False
F24,m1-f24-fitb-17,794,147,653.0,146.0,1.0,mid1,0.8224181360201511,0.9931972789115646,False,False
F24,m1-f24-fitb-18,590,147,565.0,146.0,1.0,mid1,0.9576271186440678,0.9931972789115646,False,False
F24,m1-f24-fitb-19,744,145,647.0,143.0,1.0,mid1,0.8696236559139785,0.9862068965517241,False,False
F24,m1-f24-fitb-20,618,147,584.0,146.0,1.0,mid1,0.9449838187702265,0.9931972789115646,False,False
F24,m1-f24-mcq-1,246,80,219.0,78.0,1.0,mid1,0.8902439024390244,0.975,False,False
F24,m1-f24-mcq-1-V3,367,142,343.0,139.0,1.0,mid1,0.9346049046321526,0.9788732394366197,False,False
F24,m1-f24-mcq-10,630,147,606.0,146.0,1.0,mid1,0.9619047619047619,0.9931972789115646,False,False
F24,m1-f24-mcq-11,661,147,640.0,146.0,1.0,mid1,0.9682299546142209,0.9931972789115646,False,False
F24,m1-f24-mcq-12,628,147,596.0,146.0,1.0,mid1,0.9490445859872612,0.9931972789115646,False,False
F24,m1-f24-mcq-13,695,147,659.0,146.0,1.0,mid1,0.9482014388489208,0.9931972789115646,False,False
F24,m1-f24-mcq-14,580,147,568.0,146.0,1.0,mid1,0.9793103448275862,0.9931972789115646,False,False
F24,m1-f24-mcq-15,860,147,740.0,146.0,1.0,mid1,0.8604651162790697,0.9931972789115646,False,False
F24,m1-f24-mcq-2,722,147,666.0,146.0,1.0,mid1,0.9224376731301939,0.9931972789115646,False,False
F24,m1-f24-mcq-3,572,147,551.0,146.0,1.0,mid1,0.9632867132867133,0.9931972789115646,False,False
F24,m1-f24-mcq-4,612,147,572.0,146.0,1.0,mid1,0.934640522875817,0.9931972789115646,False,False
F24,m1-f24-mcq-5,727,147,656.0,146.0,1.0,mid1,0.9023383768913342,0.9931972789115646,False,False
F24,m1-f24-mcq-6,679,147,627.0,145.0,1.0,mid1,0.9234167893961709,0.9863945578231292,False,False
F24,m1-f24-mcq-7,587,147,558.0,146.0,1.0,mid1,0.9505962521294719,0.9931972789115646,False,False
F24,m1-f24-mcq-8,588,147,566.0,146.0,1.0,mid1,0.9625850340136054,0.9931972789115646,False,False
F24,m1-f24-mcq-9,680,147,636.0,146.0,1.0,mid1,0.9352941176470588,0.9931972789115646,False,False
F24,m1-f24-pp-21-v2,2895,147,2690.0,146.0,1.0,mid1,0.9291882556131261,0.9931972789115646,False,False
F24,m1-f24-pp-22,3056,147,2814.0,146.0,1.0,mid1,0.9208115183246073,0.9931972789115646,False,False
F24,m1-f24-pp-23,4008,147,3716.0,146.0,1.0,mid1,0.9271457085828343,0.9931972789115646,False,False
F24,m1-f24-pp-24,4990,147,4500.0,146.0,1.0,mid1,0.9018036072144289,0.9931972789115646,False,False
F24,m1-f24-pp-25,4668,146,4182.0,144.0,1.0,mid1,0.8958868894601543,0.9863013698630136,False,False
F24,m1-f24-pp-26,3930,147,3716.0,146.0,1.0,mid1,0.9455470737913486,0.9931972789115646,False,False
F24,mid1-fall24-mcq2,722,147,666.0,146.0,1.0,mid1,0.9224376731301939,0.9931972789115646,True,False
F24,mid1_w24_git,580,147,568.0,146.0,1.0,mid1,0.9793103448275862,0.9931972789115646,True,False
F24,mid2-f22-get-month-counts-ac,12292,146,12005.0,145.0,1.0,mid2,0.9766514806378133,0.9931506849315068,True,False
F24,mid2_f23_regex_mc,671,146,654.0,145.0,1.0,mid2,0.9746646795827124,0.9931506849315068,True,False
F24,mid2_f24_23_mcq_sq,700,146,682.0,145.0,1.0,mid2,0.9742857142857143,0.9931506849315068,True,False
F24,mid2_f24_q1_mcq_sq,574,146,567.0,145.0,1.0,mid2,0.9878048780487805,0.9931506849315068,True,False
F24,mid2_f24_q24_mcq_sq_v2,667,146,657.0,145.0,1.0,mid2,0.9850074962518741,0.9931506849315068,True,False
F24,mid2_f24_q25_pp_sq,3888,145,3789.0,144.0,1.0,mid2,0.9745370370370371,0.993103448275862,True,False
F24,mid2_f24_q26_pp_sq,4137,146,4020.0,145.0,1.0,mid2,0.971718636693256,0.9931506849315068,True,False
F24,mid2_f24_q9_mcq_sq,759,146,734.0,145.0,1.0,mid2,0.9670619235836627,0.9931506849315068,True,False
F24,mid2_f24_regex1_cp,759,146,734.0,145.0,1.0,mid2,0.9670619235836627,0.9931506849315068,True,False
F24,mid2_f24_weather_nested_avg_rev,4137,146,4020.0,145.0,1.0,mid2,0.971718636693256,0.9931506849315068,True,False
F24,mid2_fa22_terminal,603,146,591.0,145.0,1.0,mid2,0.9800995024875622,0.9931506849315068,True,False
F24,mid2_fall23_links_mc,601,146,593.0,145.0,1.0,mid2,0.9866888519134775,0.9931506849315068,True,False
F24,mid2_fall23_q10_sq,635,146,629.0,145.0,1.0,mid2,0.9905511811023622,0.9931506849315068,True,False
F24,mid2_fall23_q11_sq,723,146,691.0,145.0,1.0,mid2,0.9557399723374828,0.9931506849315068,True,False
F24,mid2_fall23_q13_sq_v2,795,146,768.0,145.0,1.0,mid2,0.9660377358490566,0.9931506849315068,True,False
F24,mid2_fall23_q14_sq,601,146,593.0,145.0,1.0,mid2,0.9866888519134775,0.9931506849315068,True,False
F24,mid2_fall23_q15_sq,603,146,591.0,145.0,1.0,mid2,0.9800995024875622,0.9931506849315068,True,False
F24,mid2_fall23_q16_sq,576,146,571.0,145.0,1.0,mid2,0.9913194444444444,0.9931506849315068,True,False
F24,mid2_fall23_q17_sq,605,146,595.0,145.0,1.0,mid2,0.9834710743801653,0.9931506849315068,True,False
F24,mid2_fall23_q18_sq,687,146,665.0,145.0,1.0,mid2,0.9679767103347889,0.9931506849315068,True,False
F24,mid2_fall23_q19_sq_v2,715,146,693.0,145.0,1.0,mid2,0.9692307692307692,0.9931506849315068,True,False
F24,mid2_fall23_q20_sq,717,146,692.0,145.0,1.0,mid2,0.9651324965132496,0.9931506849315068,True,False
F24,mid2_fall23_q21_sq,671,146,654.0,145.0,1.0,mid2,0.9746646795827124,0.9931506849315068,True,False
F24,mid2_fall23_q22_sq,627,146,610.0,145.0,1.0,mid2,0.9728867623604466,0.9931506849315068,True,False
F24,mid2_fall23_q27_sq,3980,146,3921.0,145.0,1.0,mid2,0.9851758793969849,0.9931506849315068,True,False
F24,mid2_fall23_q28_sq,3053,145,2999.0,144.0,1.0,mid2,0.9823124795283328,0.993103448275862,True,False
F24,mid2_fall23_q2_sq,684,146,671.0,145.0,1.0,mid2,0.9809941520467836,0.9931506849315068,True,False
F24,mid2_fall23_q33_sq,8259,146,8078.0,145.0,1.0,mid2,0.9780845138636639,0.9931506849315068,True,False
F24,mid2_fall23_q3_sq,636,146,629.0,145.0,1.0,mid2,0.9889937106918238,0.9931506849315068,True,False
F24,mid2_fall23_q4_sq,562,146,552.0,145.0,1.0,mid2,0.9822064056939501,0.9931506849315068,True,False
F24,mid2_fall23_q5_sq,687,146,662.0,145.0,1.0,mid2,0.9636098981077147,0.9931506849315068,True,False
F24,mid2_fall23_q6_sq_v2,735,146,719.0,145.0,1.0,mid2,0.9782312925170068,0.9931506849315068,True,False
F24,mid2_fall23_q8_sq,619,146,611.0,145.0,1.0,mid2,0.9870759289176091,0.9931506849315068,True,False
F24,mid2_fall23_regex_b,636,146,629.0,145.0,1.0,mid2,0.9889937106918238,0.9931506849315068,True,False
F24,mid2_fall24_q1_AB,574,146,567.0,145.0,1.0,mid2,0.9878048780487805,0.9931506849315068,True,False
F24,mid2_w23_HTML_errors,715,146,693.0,145.0,1.0,mid2,0.9692307692307692,0.9931506849315068,True,False
F24,mid2_w23_read_string,723,146,691.0,145.0,1.0,mid2,0.9557399723374828,0.9931506849315068,True,False
F24,mid2_w23_regex_greedy,605,146,595.0,145.0,1.0,mid2,0.9834710743801653,0.9931506849315068,True,False
F24,mid2_w24_csv_reader,754,146,733.0,145.0,1.0,mid2,0.9721485411140584,0.9931506849315068,True,False
F24,mid2_w24_html_mc,667,146,657.0,145.0,1.0,mid2,0.9850074962518741,0.9931506849315068,True,False
